,Unnamed: 0,number,steam_id,playtime_at_review,voted_up,votes_up,review,story,graphic,character,music,Operability,story_state
10,10,10,76561198003183857,7724,True,0,"ナイトシティーの住人として、楽しく暮らしています。ロールプレイゲームとしてのシステム、街の構造、グラフィック、マップ及びファーストトラベルのシステム、ストーリー等非常によくできていて、ストーリー展開もテンポが良いです。
メインストーリーが短いのと、コスチュームのバリエーションが少ないのがやや残念でありますが、ナイトシティーを
ほっつき歩いて眺めるだけでも楽しめます。都市の空気を吸ってる感じがしますね。",,,,,,0
11,11,11,76561198303885466,3933,True,1,"ついにサイバーパンク2077が動くパソコンを手に入れ、ねんがんのナイトシティをたんのうした！
想像以上に面白かったです",,,,,,0
12,12,12,76561198392894643,8092,True,0,"【選択と死没：人間性ときょうてき】ココは“ナイトーシティ”である…
ジゃックに言ッたこと：久しぶりの…ジゃック、天国で元気よ？
俺、最近お母様に参じよした
全員平穏無事ことョ
おれもムーンからかえりたい、でも、あそこでおれたちのフレンドがきえた
そんないえ、おれにとッて、詰まらないだろうな^^
君ノしゅッげんした、シゃカイ的の全部を了解された　ありがだいネ、ジゃックさん",,,,,,0
13,13,13,76561198957147192,2684,True,1,good,,,,,,0
14,14,14,76561198158306087,7745,True,0,没预购 也没看发布前的各种宣传 玩下来是一个还不错的FPS RPG游戏 神作不至于 但还是个优秀作品,,,,,,0
15,15,15,76561199283081354,240,True,0,"额粉色粉色、
",,,,,,0
16,16,16,76561199071815232,2876,True,0,"めっちゃ楽しい。
何が楽しいってメタルギアソリッド1~3くらいの感知範囲の敵をひたすらハッキングして気絶させていく感じ。
それだけでもものすごく楽しい。わかる人にはわかる",,,,,,0
17,17,17,76561199130403843,31195,True,9,"ゴロウ・タケムラの着信から一向にストーリーが進まなくなり、最初からやり直しになったあの日、
ゴミだらけの平地を歩いていたら足を滑らせてなぜか即死したあの日、
バイクで運転中、道路の溝にはまりそこから一生出られなくなったあの日、
運転中、なぜか指名手配されナイトシティ中のタレットに焼却されたあの日、
アイリス・タナーの顔がバージョン1.5でしれっとサイレント修正されていたあの日、
思えばたくさんの出来事がありました。
今までナイトシティ中を見て回りましたが、治安が悪い・隅に亡骸が転がっている・数えきれない程のバグ
ここで暮らしていきたいとは微塵も思うことはないでしょう。
しかしなぜ汚点だらけのナイトシティから抜け出すことが出来ないのか、
答えは明白

　“神ゲー”　だからです。

",,,,,,-1
18,18,18,76561198559044214,4760,True,1,"PS4で当初期待していたゲームです。
残念ながら完全PC向けゲームとして販売しており当初はPS4はまともに動作せず大炎上していましたね。
全額返金をしてそのお金でsteam版を購入しました。PCゲームに触るきっかけとなったゲームといっても過言ではないです。
感想
グラフィックがいい。
その分容量を消費するため約72GBと表示されていますが余裕をもって100GB以上は空きを用意したほうがいいでしょう。
R18エロ/グロ要素があるので配信をする場合は事前に設定をしておく必要があります。
Twitchならセーフ判定ですがyoutubeではアウトです。
オープンワールドですがストーリー進行具合によって行ける場所は一部限られます。
なかなか楽しめると思いますがPCのスペックに左右する商品だと思います。
低スペックの場合は家庭用ゲーム機と同様にまともに操作ができないと思われます。",,,,,,0
19,19,19,76561198096438899,7348,True,0,"久しぶりにゲームやったら↓の面倒な所が飛ばせるようになってた。良いゲームだ。

すごい面白いけどクリア後また最初から始めた時に導入とかブレインダンスの説明ミッションとかは飛ばせるようにしてほしい。そこだけすごい面倒。あとクレドが足りなくても金があれば全身強化できる方が世界観には合ってると思う。",,,,,,1
20,20,20,76561199185219414,11092,True,0,死ぬまでに絶対プレイしたほうがいい,,,,,,0
21,21,21,76561199121139807,249,True,1,自由度高くておもろいよ,,,,,,0
22,22,22,76561199331112312,3580,True,2,"性的・暴力的表現のトレーラーを見てプレイするのを実は避けていました。しかし、
ちょっとプレイしてみて、まずその独特で美しい世界に圧倒され、次にその重厚なストーリーに引き込まれ、いつの間にかのめり込んでいました。半信半疑の他のプレイヤーのレビューは全て正しかったのです。
建物・交通・街並み・人々よくこれだけ作り込んだものです。その美麗な世界は高性能グラボを持っているなら、特にNVidiaカード保有者は一見の価値があります。恐らく雨に濡れた道路に街の光が写り込んでいるのがレイトレーシングなのでしょう。DSLLのお陰でプレイが快適、技術の進歩はすごい！
UIが全て日本語に最適化されているばかりか街のネオンさえ日本語対応。話は日本人が中心なので日本人は非常に親しみやすい。この歌舞伎町とアキバ・ニューヨークのダウンタウン・カリフォルニアが入り混じった街がたまらないですね。二重人格ストーリーというのが目新しく面白い。序盤は移動手段に困りますが、車は盗めます（初心者は意外に知らない）。私はショットガン・スナイパーの肉体派プレイでクリアしたので、次はステルスプレイをしたいです。
よく調整されたゲームバランスでバグにあまり遭遇しませんでした（これだけ色々作り込めばバグも出るのは仕方ないけど、発売後2年も経過しているだけあって安定していた、日本語IMEと相性が悪い、車の運転が難しい不具合あり）。
とにかく超おすすめ！",,,,,,1
23,23,23,76561199057636010,43,True,0,我是极度手残，开车都开不好，撞到人了，无了，我的问题,,,,,,0
24,24,24,76561198373738511,3809,True,0,"めったにレビューを書くことがないが、本作は面白すぎるのでレビューを記す。
本作の特徴はなんといってもこのサイバーパンクな世界で織りなされるストーリーにあると思う。
主人公の立ち回りも選択肢の中から選ぶ形式で、クズにもお人よしにもなれる。
コーポにしっぽをぷってもいいし、ぶっ潰してもいい。
また、音楽もよく全体的に非常にレベルが高い。
惜しむらくはバグが若干残っている点と、アクション(ハクスラ)要素がやや弱いことぐらいだが、
上記の利点、面白さから比べると些細な問題である。
DLCは速攻で購入すると思う。",,,,,,0
25,25,25,76561199199385088,5314,True,0,s,,,,,,0
26,26,26,76561199089196697,4677,False,4,"頑張ってバグ取りをしているらしいけど発売から今までずっとフォトモードでカーソルの動く範囲が16:9なせいで21:9でプレイしていて「おっナイス」と思ったところで写真を撮る度にイライラさせられるし、広大なオープンワールドも見た目だけでインタラクトできるものが少ない。ガワがきれいな世界で飲食もできず銃をバンバカ撃って悪党を殺すだけで、生きている感じがしない。RPGのはずなのにロールができない。RDR2のオンラインと同じで素材はいいのに決定的なものが足りていない、いろいろ惜しいゲーム。
写真撮って見た目完璧なサイバーパンクを散歩するゲームとしては完璧。RPGとしては30点って感じのゲーム。",,,,,,0
27,27,27,76561197963562840,39895,True,2,地道にアップデートを繰り返して好印象。DLCも楽しみ。,,,,,,0
28,28,28,76561198962916529,2585,True,3,"映画や小説のジャンルのサイバーパンクそのものって感じ。
面白い。",,,,,,0
29,29,29,76561198055094770,2671,True,5,"オープンワールドのメインストーリーとサブストーリー組み合わせたアクション物スチームパンク。
こう聞くと、あーGTAとか龍が如くとかウィッチャーとかFalloutとか使い古されたやつねって思うと思います。私もそうでした。その類はもう飽きたと。結局お使いしてスキル上げて薄っぺらいストーリーに付き合うだけやろがと。

アニメから入った口ですが、前述のオープンワールド物とは本質的には同じなのです。しかしストーリーの重厚さがまったく違いました。
思い浮かべてください。貧困に喘ぐスラム街、頻発する犯罪とギャング、想像を絶する凶悪犯と立ち向かう警察官、組織の壁に阻まれてどうにもならない反発、警官の裏で苦しむ家族、そして男の友情、このレベルでサブストーリーが展開されていきます。
勧善懲悪、宗教、恋、家族、金持ちから貧民まで広がるコミュニティ、ドラッグ、セックスドール、AIと人間、あらゆるテーマでストーリーが展開し、どれも非常に重厚です。
バグで初期は苦しんだそうですが、現時点では全く問題ありません。
大人が楽しめるクオリティ備えたストーリーを前提とするオープンワールドアクション、その前提でぜひお楽しみを。",,,,,,1
30,30,30,76561198157752828,5534,False,1,"面白い面白くない以前にインターフェースなどの字が小さすぎて苦行でしかない。
50インチのTVにPCを繋いでプレイしてるが前かがみで凝視しないと見えないレベルで
眼に悪い。ウィッチャーもそうだったけど、この会社はゲームはいいけどUI周りが弱い。",,,,,,0
31,31,31,76561199443526217,1753,True,2,"いやぁ～面白い！！
個人的に、オープンワールドのゲームで上位３位には入ってくるゲームです！！

発売して色々あったゲームだったので、購入するのを躊躇していましたが。。。
いざ、プレイしてみるとすごく面白い。メインジョブのストーリーも素晴らしく、サイドジョブもかなり豊富なので、どれから手を付けるかめちゃめちゃ迷います（笑）

30時間近くプレイしていますが、まだまだ楽しめそうです。",,,,,,1
32,32,32,76561199195768772,4668,True,3,"洋ゲーは何作かやったけどあまり馴染まず、FPS経験もApexくらい、発売直後の悪評もあり敬遠してましたが50％オフのタイミングで遂に購入。

〇バカ金かかってるのを感じる～
まずコレ。正直ゲーム制作にかかった費用ってユーザーからするとあまり関係ないよなあって思ってますがここまでくるとさすがにちょっと感動しますね。グラフィックとか街の作り込みとかいろいろあるんでしょうが一番驚いたのはボイス量。サイドクエストだろうが街のモブだろうがフルボイスはヤバいでしょ。選択肢もめちゃあるし主人公の性別も選べるしでボイスのパターン数なんぼあるのよ。何か国語で出てるのか知らないですけどこれだけで相当金かかるだろうな～と。そのボイスもゲーム内テキストもクオリティは最上級。ローカライズの不満点は一切ありません。5000円未満で買っちゃっていいの？って感じでコストパフォーマンスは大満足。エンディングのスタッフロール30分越えてたからね。永遠に続くかと思った。

〇ストーリー・キャラ
専門用語ばかりで面喰らいますがSFモノ、海外ギャングモノにいくつか触れてればまあ流れはだいたいわかります。ゲーム内TIPS読めばだいぶ補完出来ますが量がやばいのでちょっと休憩がてら読むくらいがちょうどいいかな。ストーリーは王道。熱さもしっかり。エログロもなかなかオープンで新鮮でした。キャラはみんな良いですね。街のチンピラから相棒までしっかり作り込まれてるし、アメリカンなノリ全開で大好き。特に主人公がすげえ良い。会話の選択肢が最初に決めたバックボーンや能力値によって増えるのもロールプレイ感高まってニヤニヤする。あと声が超カッコイイ。

〇戦闘・育成
最初死にまくりましたが途中からサクサクに。これは腕前が上がったからじゃなくてキャラクターの能力が上がったから。なんでかなりRPG寄りっすね。アクションの腕はあんま関係ない。育成は自分で好きな能力にポイントを割り振れるので自分でプレイスタイルの方向性を決めれて楽しい。武器は報酬や倒した相手からドロップで、同じ武器でもレアリティで別れてるのでハクスラ的な楽しさもあるっちゃある（薄味だけど）。FPS慣れてない自分でもハードで途中からかなりヌルくなったので慣れてる人は最高難易度がいいかも。正直ヌルくなってからは戦闘は作業って感じでしたが、ヌルくなり始めがサイコーに楽しかったっすね。「俺超強くなってきてるー！」感が。

〇サブクエ
これが個人的にこのゲームのキモ。まず量がバカ多い。サブクエ潰していくことに快感と一種の義務感を感じる人にはこれだけでオススメ出来ます。で、ご褒美が美味しい。経験値！武器！装備！金！と無駄になるもんがないんでモチベーションが上がる。金の使い道も武器、装備、車、家と多く、常に金欠なのもグッド。話も面白いものが多いし結末も変わるしまあとにかく最高です。メイン自体は結構短いのでサブクエ嫌いだと買わない方がいいまである。プレイ時間の80%くらいはサブクエかも知らん。

〇動作・バグ
「このゲーム以外」はAAA級タイトルも問題なく動くスペックのPCです。バグはたぶん遭遇しなかった。が、動作はまあ安定しないっすね。80時間程のプレイ時間で１０回はゲームが落ちた。こまめにオートセーブはいるから致命的なのは無かったけどそんなもん別にフォローになんねえから！起動してからゲームプレイまでが長いのもあってダルイ。まあこれはね、そんな問題じゃないんですよ。いや問題だけど。一番の不満はロードの長さ、不安定さ。ストーリーとかクエスト進めていく中で「次のフェーズ」にスムーズに移っていかないことがまあ多い。目の前のキャラがしゃべり始めるのをひたすら待つとかそういう感じ。コレ何の時間ですか？っていう。この辺のクオリティは結構ひどいです。「ゲームプレイ」には問題ないけど「快適なゲームプレイ」には程遠い。

〇総評
超面白かったけど動作が不安定。半額以下なら買って間違いなしです。",,,,,,1
33,33,33,76561198974106100,6412,True,2,"少佐になれる
それだけで買いです。",,,,,,0
34,34,34,76561198064854517,6260,False,6,"※2023年、購入のレビューです。

[h1] 結論 ：佳作。ナイトシティはすごい。以上[/h1]
・ナイトシティの空気感を再現したことが本ゲームの9割。
・バグは無視しても、ゲームとしては20年前から進歩を感じない。

[h2] Good [/h2]
・ナイトシティはとにかくすばらしい。このサイバーな都市の雰囲気、
　空気感、都会を感じさせる雑踏、手放しに褒められる。

・カメラ操作によるハッキングなど、SF好きにはたまらない。

・かなりのボリューム。50時間ぐらいは余裕でプレイできるかと。

[h3] Bad [/h3]
・やや単調な戦闘。クイックハックビルドなど、もうひたすら作業。
　※エイムが下手でも戦えるとも言えるけどね。

・若干、キャラクターに魅力を感じないかな。これは好みかも。
　またムービーのカメラアングルや演出はかなり貧弱。ただの1人称視点ってだけ。
　※アンチャーテッドとかGod of War と比較すると厳しい。

・メインストーリーを進めると操作してる時間とムービーを
　見てる時間が同じぐらい。スキップなどするとムービーの方が長い。
　※2020年のゲームで、ムービースキップができないなんて！
　※私たちはムービーが見たいのではなく、ゲームがしたい。

・能力値の振り直しができない。新規にゲームを始めるしかない。
　※ハッキングビルドや、肉弾戦ビルドなど、いろいろやりたくなるのが人情。

・NewGame+がない＝引継ぎができない。

・能力振り直しができないし、引継ぎもないのですべてのセリフや分岐をみるには
　新規プレイをせざるを得ないが、1からのやり直しがかなり面倒。

　※コーポ、ノーマッドなど出自によってセリフが変わるから
　　周回することが前提だとは思うんだけどね。

[h2] ナイトシティの再現で力尽きたんだろうな[/h2]
というのが結論。
細かいところでストレスがたまる（ムービースキップ、能力値振り直し不可など）
またストーリーが秀逸、というわけでもなく演出などもかなり弱い。

ナイトシティという箱はよくても、中身のゲーム性は20年ぐらい前から
進歩は見られない、というのが率直な感想でした。",,,,,,1
35,35,35,76561199079795761,1093,False,1,ジュディが電話かけてきて応答しようにも何もできず進行不能になるバグがあり。、もう開き直ってジュディーが自分だけのバッドシナリオ、そう、ウイルスをパッチに入れ進行を邪魔して終了て思ってるわ。。（そんぐらい仕様かと思うぐらい、実際、その後の選択肢、通話中判定なって進行できないしな）あれ進行不可能バグってなくなったんじゃなかったか？あきれたわ。。。,,,,,,0
36,36,36,76561198028429352,5083,True,1,"サイバーパンクな世界で繰り広げられるVの物語
ナイトシティの作りが良すぎてバイクの一人称視点で景色を楽しみながら流したり楽しいですね。

PCのスペックは
Ryzen9 5900X
RX6900XT
32GB
FSR使用
特に問題なく遊べました(FHD ~ 4K）
レイトレは多少モッサリ感がでた感じになりますがシングルプレイヤーゲームなので気になりませんでした。",,,,,,1
37,37,37,76561198374495328,4254,True,4,最高だよ。,,,,,,0
38,38,38,76561198840622736,3487,False,2,"不満点は多くあるが、一番はストーリー。
全体を通して薄く、後半に行くほど味がしなくなる。",,,,,,-1
39,39,39,76561198095014236,7044,False,11,"アワード受賞後に追記
バグはほぼ解消されたと思います。
MODの導入で自由度の高いプレイが可能になったのは評価できると思いますが、逆にMODを入れた状態だからバグるという刷り込みで不具合を回避しようとしている姿勢にも取れます。
これからプレイする方は元々売り物レベルではなかった作品であるという事を認識した上で購入してください。

パッチ1.51後に追記
既知のバグ（まだあるのかよ…）
・バイクに乗ると稀に加速ボタンで下車する。
・日中建物内から建物外に出る瞬間にメニュー画面を開くと背景がフラッシュアウトする。
・大型車両で特定の坂道を走行すると坂の下にワープして車両ごと爆発四散する。
・メニュー画面とゲーム画面を一定回数表示するとゲーム全体のレスポンスが悪くなる。
確認できた不具合は以上です。
次のパッチで改善しないようであればYOUTUBEあたりに投稿しようかな…


未だにバグが存在する未完成のゲームである事。
この点については私は既に半年以上経過しなお対応が終わっていない事に不満を感じている。
コンシューマー版に比べPC版は致命的なバグはかなり少なくなってきたとは言え未だに全て
のバグが治っていない状況に変わりはない。
純粋にゲームやストーリー、キャラクターに関してはどうだろう。
少なくとも選択した勢力でエンディングが変化する要素は欲しかったし、ジャッキーの生存
ルートが2周目以降に用意されているなんて要素も欲しかった。
つまりこの点に関してもオススメできるとは言い難い作品だと思う。
このレビューを書いている時点で100時間以上プレイした答えがこれだ。
不満はまだある。レベルの上限解放が無いことだ。
パークを全て回収する事は出来ず偏ったプレイスタイルで育てなければその道の達人になれ
ないという調整もどうかと思う。
会話シーンやハッキングシーンでの能力とクラフトに必要となる能力を上げると戦闘が完全
に弱いキャラクターになってしまう。
これも正直どうかと思う点だ。
ハンドガンを使いまくる。刀を使いまくるそういったアクション要素だけでレベルマックス
まで出来るようにするべきだったと個人的には思う。
そうでないならレベルの上限を90程度まで上げてほしかった。
とても中途半端なレベルでエンディングを迎えたときの不完全燃焼感がなんとも言えない
後味の悪さを醸し出している。
バグに目をつむり膨大な時間をつぎ込んでも結局はゲームが不完全である以上素直に良い
という評価をするのは現時点では難しい作品であることは間違いない。",,,,,,0
40,40,40,76561198065157835,4690,True,1,"作り込まれた町並みから感じられる圧倒的な世界観と、数多の選択を迫られる重厚なストーリーによりまるで映画の世界に入り込んでいるかのように楽しめる名作。
タイトルにある通り、サイバーパンクな世界観に興味があるのなら間違いなく買い。

難点はバグの多さと、ゲーム部分のボリュームの少なさか。
足音が出なくなる、エレベータが操作できなくなるなどは日常茶飯事で、折角の没入感が色々台無しになっている。
ゲーム部分も折角キャラクターをビルドし、レジェンダリー装備を集めてもあまり使うことなくストーリーが終わってしまい物足りない。
せめて引き継ぎニューゲームを前提とした高難易度モードでもあればよかったのだが。

そういった点を差し引いても面白いと感じたのでお勧めとしておく。
ボリュームに不安があるのなら、セールで50%引きくらいまで割り引きされるのでそれを待ってもいいだろう。",,,,,,1
41,41,41,76561199443608469,217,False,0,"年末セールで安くなっており最近よく聞くので購入してみました。
開いた途端に物凄いノイズ音が耳を襲いとてもうるさい、ゲーム音聞こえない
NPCがバグって二人重なってる等少々がっかりしています。
グラフィックは問題なくさすがといったところです。",,,,,,0
42,42,42,76561198418285371,443,True,6,発売直後はバグが多かったですが、現在はそういったこともなく素晴らしいゲームになっています,,,,,,0
43,43,43,76561199062500886,7942,True,0,キャラデザやストーリー、街並みがかなり作りこまれていてクオリティーの高いオープンワールドゲームだと思います。,,,,,,0
44,44,44,76561198822217444,1967,True,0,"【サイバーパンク: エッジランナーズ】を見て気になった君たち!!
聖地巡礼ができるぞ!!アニメ追憶クエストも追加されたらしいぞ!!買え!!

どんなゲームかはpvで分かると思うので通常プレイを完走した感想

総合的に良いゲーム

ーー良い点ーー

・戦闘システム
時には大勢の敵を前に刀を振り回し 時には敵に気づかれずに背後から絞め殺し ある時はスナイパーで遠距離から敵を1人ずつ倒し等々、プレイする人のスタイルによってどんなゲームにも化ける可能性がある良いシステムだと思う。
またこのゲームには武器にレアリティが設定されており能力値や特性がランダムなのでハクスラ要素が好きな人におすすめ。

・グラフィック
流石レイトレーシング、光の反射やNPCの肌の質感はもうほぼ現実に近い。

・世界観と作りこみ
街の作りこみが立体的で見えるほぼすべての路地裏や建物は入れるのでナイトシティを歩いてるだけで常に発見があり良かった。
恐らく全ての通りを歩いて網羅しようものなら＋30時間は必要でしょう。

分岐するストーリー
プレイヤーの選択肢や生い立ちによって物語が分岐していき時には人物の生死を左右する選択を迫られる事もあり、迫られる選択に葛藤する時間もこのゲームの面白さの1つだと感じました。


ー－悪い点ー－

・バグ
発売から度重なる修正パッチが出ていたので期待しましたが少しエラー落ちが目立ちました。
逆に言えばそれ以外のバグには遭遇しませんでした。

・無意味なキャラクリエイト
初期にキャラクリエイトがありますがこのゲームは基本fpsなので自分の姿を見ることはほぼありません…。

・値段に対して若干ボリューム不足
僕の場合サブクエスト寄り道しても32時間でエンディング到達。
セールで買って4000円前後だったので満足でしたが、フルプライスではボリューム不足感…？
",,,,,,1
45,45,45,76561198008833381,3544,True,0,"「サイバーパンク2077」および「サイバーパンク: エッジランナーズ」はストーリーと世界観が最高の作品であり、間違いなく多くのSF好きのゲーマーの心に残り続けるでしょう！
プレイする際は是非、アニメのストーリーを最後まで見て、「I Really Want to Stay at Your House」の音楽を再生しながらゲームの聖地巡りをして見てください。聖地巡りが完了したら涙を拭き、この残酷で美しい世界を楽しみましょう！",,,,,,1
46,46,46,76561198436651886,6077,True,0,"ゲーム名通りサイバーパンクな世界の最限度が最高。
普通のゲームの町の場合はすごく小さかったり、同じような建物が並んでいたり現実感がないが、このゲームの舞台であるナイトシティは完全に本物の町っぽくてよかった。
声優の演技もトップクラスなので物語に感情移入がとてもしやすかった。
ゲーム部分については最初から車があるので移動が楽で、マップの広さの割に移動のめんどくささがなかった。
銃の種類が多かったり、取得するスキルによって戦闘の幅がある点もとても良い。
（自分の場合はステルスを重視してハッキングと投げナイフだけでクリアまでプレイできました。）

ただとても残念だったのが能力値の降り直しができなかったこと。一定以上の能力がないと使えない装備もあり、能力値の降り方次第では絶対に使えない。ボリュームが大きいことが災いしてもう一度一からやり直そうとは思えない。
また取り返しのつかない要素が多く、ユニークなアイテム、サブジョブ、隠しエンディング条件など、攻略サイト抜きではとり逃してしまうため、収集要素が好きな人にとってはとてもストレスだと思う。

追記
二週目をMODありでプレイ
上記の残念だった点がほぼ全て解消でき、無限ジャンプや自由なファストトラベルなども使えたため１週目以上に楽しめた。
やっぱりゲームは見るよりプレイするほうが楽しいですね。",,,,,,0
47,47,47,76561199167739981,31556,True,0,"発売日にCS版を購入しましたが、よりナイトシティに没頭したくPC版も購入
初期のバグの多さから避けてた人も多いですがバグはだいぶ減りました、バニホが消えたのは不便になりましたが・・・(笑)
刀を振り回して侍プレイをするのもキーウィよろしくネットランナープレイするのもあなた次第
アニメを見て気になったそこのチューマ！この町で高みを目指さないか？",,,,,,0
48,48,48,76561198852088944,599,True,0,"最高レベルのグラフィック設定ができるPCと多少のエラー落ちが許容できるなら、良げー。
この前一回落ちたけど、要所要所で途中セーブはしてくれているから、そこまで悲惨なことにはならなかった。
エラー落ちさえなければ、神げー。
RTX3080にしても、そこは変わらないのか、、、、
残念。",,,,,,0
49,49,49,76561198921858343,236,True,0,"サイバーパンクの良い所をちゃんとゲームになってて値段に恥じない作品になっている
難点は日本語キーボードでプレイしていると日本語入力が暴発してしまう事があります",,,,,,0
50,50,50,76561198075739963,445,True,1,アニメからだけど巡礼巡りしてるだけでめちゃくちゃ楽しい,,,,,,0
51,51,51,76561198042333444,1308,False,1,"Unfinished trash
If you liked Witcher 3, this game is not for you.
its not third person, plus, after 2 years still a unfinished garbage
NO BLADES, I mean, its not a sword and magic spells game, pistols and rifles are main.

The anime on Netflix is saving the game,
the game is finally getting better,
but 2 years after the release??
To me its too late, and its just unfair to ppl like me
who paid the full price in 2020.",,,,,,0
52,52,52,76561198032530144,1710,True,4,"2000円ならまあプレイしてもいいんじゃないという感じ。本当にwitcher3を作ったゲーム会社なのか？という感想。

プレイしているとサイコを殺したあとのメッセージのやりとりや、インベントリ周りのUIデザインがwitcher3から劣化しておりプレイの没入感がかなり削がれる。拾えるテキストも味気ないし、テキスト読む際にいちいち画面切り替わらないといけないという作りでどこがサイバーパンクなのだと突っ込みたくなる。最低でもFalloutのPipboyようなガジェットや網膜インプラントを出すとか、もしくはゲーム内のインターフェースをwitcherを超える形でちゃんと作ってほしかった。FPS視点の画面端に枠作ってテキスト表示させるとかで対応できんのかね。FPSの部分は普通でfallout4とそんな変わらず、遊べるのだが他のゲームより突出した点はない。マップも既存のサイバーパンク感を超えるような表現はあまりなく、広い割にはGTA5で見たような既視感のあるMAP作りになっており、withcer3のヴェレンからトゥサンに移動したときのようなドラスティックかつ感動的なビジュアルの変化を見ることはできなかった。
以上のように多くの点でwitcher3を超えられていないのがかなり気になる。超えてるのはチョメチョメの体位の数ぐらい。
まるでプロコン使えていろんな乗り物を乗ることができたBF4からBF1、BF5への移り変わりを見ているようでこの会社はこの先大丈夫なのかと不安を感じる。次はwitcher1のリメイクを出すようだが、witcher3を超えられる設計力が今のREDにあるようには思えず、むしろ設計力を養うために過去作のリメイクをしないといけないのではと勘ぐりたくなる。
このゲームをやっていて、そう思った次第であります。

",,,,,,0
53,53,53,76561199245902787,2482,True,1,"自分はSF映画とホラー映画が好きなので、好みにピッタリ！すぐにファンになりました！気に入らない事は・・・操作が複雑になっていることですが、このことに関しては特に気に入らないといったことはありません。当たり前のことだと思います。それと・・・高スペックPCでないとグラフィックが生かしきれないのがユーザーを増やせない原因であることが残念です。グラフィック＆ストーリーが素晴らしいので少しだけ残念です。これに関しても特に気に入らないと言う事はありません。GTX1660SUPERとCore i7そして16Gメモリという組み合わせでプレイしていましたが設定次第で楽しく遊べました。でもPCに寿命が・・・不具合が起きてきたので、ほぼハイエンドなPCを購入しました。でも・・・レイ・トレーシングなどを、気にしなくても全然大丈夫なので、沢山の人達にこのゲームを知って、そして楽しんで欲しいです!!!



",,,,,,-1
